"","x","x_2","lsoa11cd","lsoa11nm","local_authority_district_name_2019","total_stop_searches","political_control","index_of_multiple_deprivation_imd_decile","log_total_stop_searches","crime_score"
"658",658,658,"E01000694","Bromley 007C","Bromley",11,"Conservative","9",1.04139268515823,-0.2
"659",659,659,"E01000695","Bromley 007D","Bromley",8,"Conservative","9",0.903089986991944,0.2
"660",660,660,"E01000696","Bromley 007E","Bromley",24,"Conservative","9",1.38021124171161,0.6
"661",661,661,"E01000697","Bromley 007F","Bromley",32,"Conservative","10 (least deprived)",1.50514997831991,-1.2
"662",662,662,"E01000698","Bromley 010B","Bromley",41,"Conservative","7",1.61278385671974,1.3
"663",663,663,"E01000699","Bromley 015A","Bromley",53,"Conservative","5",1.72427586960079,0.2
"664",664,664,"E01000700","Bromley 013A","Bromley",20,"Conservative","7",1.30102999566398,-0.3
"665",665,665,"E01000701","Bromley 015B","Bromley",20,"Conservative","7",1.30102999566398,-0.5
"666",666,666,"E01000702","Bromley 013B","Bromley",2,"Conservative","8",0.301029995663981,-0.2
"667",667,667,"E01000703","Bromley 013C","Bromley",47,"Conservative","8",1.67209785793572,0.1
"668",668,668,"E01000704","Bromley 015C","Bromley",28,"Conservative","8",1.44715803134222,0.1
"669",669,669,"E01000705","Bromley 015D","Bromley",7,"Conservative","6",0.845098040014257,0.2
"670",670,670,"E01000706","Bromley 013D","Bromley",6,"Conservative","6",0.778151250383644,0.1
"671",671,671,"E01000707","Bromley 041A","Bromley",4,"Conservative","10 (least deprived)",0.602059991327962,-0.8
"672",672,672,"E01000708","Bromley 041B","Bromley",18,"Conservative","9",1.25527250510331,-0.2
"673",673,673,"E01000709","Bromley 006A","Bromley",13,"Conservative","6",1.11394335230684,-0.4
"674",674,674,"E01000710","Bromley 006B","Bromley",56,"Conservative","8",1.7481880270062,0.4
"675",675,675,"E01000711","Bromley 006C","Bromley",18,"Conservative","7",1.25527250510331,0.3
"676",676,676,"E01000712","Bromley 012A","Bromley",9,"Conservative","9",0.954242509439325,0.3
"677",677,677,"E01000713","Bromley 012B","Bromley",5,"Conservative","9",0.698970004336019,-0.1
"678",678,678,"E01000714","Bromley 006D","Bromley",89,"Conservative","8",1.94939000664491,0.4
"679",679,679,"E01000715","Bromley 012C","Bromley",13,"Conservative","9",1.11394335230684,0
"680",680,680,"E01000716","Bromley 011C","Bromley",44,"Conservative","9",1.64345267648619,-0.5
"681",681,681,"E01000717","Bromley 011D","Bromley",26,"Conservative","9",1.41497334797082,-0.6
"682",682,682,"E01000718","Bromley 006E","Bromley",26,"Conservative","3",1.41497334797082,0.1
"683",683,683,"E01000719","Bromley 019A","Bromley",117,"Conservative","4",2.06818586174616,0.7
"684",684,684,"E01000720","Bromley 019B","Bromley",74,"Conservative","2",1.86923171973098,1.1
"685",685,685,"E01000721","Bromley 019C","Bromley",45,"Conservative","2",1.65321251377534,1.1
"686",686,686,"E01000722","Bromley 023A","Bromley",67,"Conservative","4",1.82607480270083,0.7
"687",687,687,"E01000724","Bromley 019D","Bromley",169,"Conservative","2",2.22788670461367,1
"688",688,688,"E01000725","Bromley 023B","Bromley",20,"Conservative","3",1.30102999566398,0.7
"689",689,689,"E01000726","Bromley 029B","Bromley",10,"Conservative","6",1,1
"690",690,690,"E01000727","Bromley 028A","Bromley",48,"Conservative","6",1.68124123737559,0.1
"691",691,691,"E01000728","Bromley 019E","Bromley",34,"Conservative","5",1.53147891704226,0.8
"692",692,692,"E01000729","Bromley 014A","Bromley",14,"Conservative","2",1.14612803567824,1
"693",693,693,"E01000730","Bromley 014B","Bromley",74,"Conservative","2",1.86923171973098,0.8
"694",694,694,"E01000731","Bromley 023C","Bromley",2,"Conservative","3",0.301029995663981,0.8
"695",695,695,"E01000732","Bromley 023D","Bromley",2,"Conservative","6",0.301029995663981,0
"696",696,696,"E01000733","Bromley 023E","Bromley",18,"Conservative","5",1.25527250510331,0.6
"697",697,697,"E01000734","Bromley 028B","Bromley",2,"Conservative","7",0.301029995663981,-0.4
"698",698,698,"E01000735","Bromley 014C","Bromley",110,"Conservative","3",2.04139268515822,0.7
"699",699,699,"E01000736","Bromley 010C","Bromley",3,"Conservative","4",0.477121254719662,0.2
"700",700,700,"E01000737","Bromley 010D","Bromley",112,"Conservative","3",2.04921802267018,1
"701",701,701,"E01000738","Bromley 014D","Bromley",28,"Conservative","5",1.44715803134222,0.9
"702",702,702,"E01000739","Bromley 014E","Bromley",24,"Conservative","2",1.38021124171161,1.5
"703",703,703,"E01000740","Bromley 005A","Bromley",97,"Conservative","4",1.98677173426624,1.2
"704",704,704,"E01000741","Bromley 005B","Bromley",20,"Conservative","4",1.30102999566398,0.4
"705",705,705,"E01000742","Bromley 005C","Bromley",33,"Conservative","4",1.51851393987789,0.5
"706",706,706,"E01000743","Bromley 009A","Bromley",153,"Conservative","2",2.1846914308176,0.9
"707",707,707,"E01000744","Bromley 009B","Bromley",122,"Conservative","2",2.08635983067475,0.5
"708",708,708,"E01000745","Bromley 005D","Bromley",136,"Conservative","5",2.13353890837022,0.5
"709",709,709,"E01000746","Bromley 005E","Bromley",90,"Conservative","6",1.95424250943932,0.5
"710",710,710,"E01000747","Bromley 042B","Bromley",79,"Conservative","5",1.89762709129044,-0.1
"711",711,711,"E01000748","Bromley 042C","Bromley",3,"Conservative","7",0.477121254719662,-0.3
"712",712,712,"E01000749","Bromley 036A","Bromley",6,"Conservative","7",0.778151250383644,-0.1
"713",713,713,"E01000750","Bromley 036B","Bromley",22,"Conservative","3",1.34242268082221,-0.6
"714",714,714,"E01000751","Bromley 036C","Bromley",26,"Conservative","9",1.41497334797082,-0.2
"715",715,715,"E01000752","Bromley 036D","Bromley",3,"Conservative","9",0.477121254719662,0.1
"716",716,716,"E01000753","Bromley 031A","Bromley",34,"Conservative","9",1.53147891704226,-1.5
"717",717,717,"E01000754","Bromley 031B","Bromley",46,"Conservative","9",1.66275783168157,-0.8
"718",718,718,"E01000756","Bromley 033D","Bromley",5,"Conservative","10 (least deprived)",0.698970004336019,-0.2
"719",719,719,"E01000757","Bromley 031D","Bromley",11,"Conservative","10 (least deprived)",1.04139268515823,-1.5
"720",720,720,"E01000758","Bromley 031E","Bromley",6,"Conservative","10 (least deprived)",0.778151250383644,-1
"721",721,721,"E01000759","Bromley 034A","Bromley",41,"Conservative","9",1.61278385671974,-0.1
"722",722,722,"E01000760","Bromley 034B","Bromley",17,"Conservative","8",1.23044892137827,-0.6
"723",723,723,"E01000761","Bromley 034C","Bromley",5,"Conservative","9",0.698970004336019,0
"724",724,724,"E01000762","Bromley 018D","Bromley",2,"Conservative","9",0.301029995663981,-1.1
"725",725,725,"E01000763","Bromley 027A","Bromley",23,"Conservative","10 (least deprived)",1.36172783601759,-0.3
"726",726,726,"E01000764","Bromley 027B","Bromley",23,"Conservative","7",1.36172783601759,-0.3
"727",727,727,"E01000765","Bromley 034D","Bromley",33,"Conservative","9",1.51851393987789,0
"728",728,728,"E01000766","Bromley 027C","Bromley",10,"Conservative","10 (least deprived)",1,-0.9
"729",729,729,"E01000767","Bromley 027D","Bromley",16,"Conservative","10 (least deprived)",1.20411998265592,0
"730",730,730,"E01000768","Bromley 034E","Bromley",15,"Conservative","8",1.17609125905568,0
"731",731,731,"E01000769","Bromley 024A","Bromley",12,"Conservative","4",1.07918124604762,1.4
"732",732,732,"E01000770","Bromley 012D","Bromley",18,"Conservative","9",1.25527250510331,0.2
"733",733,733,"E01000771","Bromley 041C","Bromley",15,"Conservative","10 (least deprived)",1.17609125905568,0.2
"734",734,734,"E01000772","Bromley 012E","Bromley",7,"Conservative","10 (least deprived)",0.845098040014257,-1.1
"735",735,735,"E01000773","Bromley 024B","Bromley",48,"Conservative","9",1.68124123737559,-0.8
"736",736,736,"E01000774","Bromley 041D","Bromley",4,"Conservative","8",0.602059991327962,0.3
"737",737,737,"E01000775","Bromley 024C","Bromley",20,"Conservative","9",1.30102999566398,-0.5
"738",738,738,"E01000777","Bromley 024D","Bromley",15,"Conservative","9",1.17609125905568,-0.3
"739",739,739,"E01000778","Bromley 024E","Bromley",6,"Conservative","7",0.778151250383644,-0.4
"740",740,740,"E01000779","Bromley 001A","Bromley",28,"Conservative","6",1.44715803134222,1
"741",741,741,"E01000780","Bromley 001B","Bromley",18,"Conservative","4",1.25527250510331,0.7
"742",742,742,"E01000781","Bromley 001C","Bromley",27,"Conservative","2",1.43136376415899,1
"743",743,743,"E01000782","Bromley 001D","Bromley",26,"Conservative","1 (most deprived)",1.41497334797082,1.1
"744",744,744,"E01000783","Bromley 001E","Bromley",10,"Conservative","3",1,1
"745",745,745,"E01000784","Bromley 002E","Bromley",17,"Conservative","8",1.23044892137827,0.2
"746",746,746,"E01000785","Bromley 001F","Bromley",8,"Conservative","3",0.903089986991944,0.9
"747",747,747,"E01000786","Bromley 032A","Bromley",13,"Conservative","8",1.11394335230684,0.3
"748",748,748,"E01000787","Bromley 029C","Bromley",22,"Conservative","4",1.34242268082221,0.8
"749",749,749,"E01000788","Bromley 029D","Bromley",62,"Conservative","4",1.79239168949825,1.2
"750",750,750,"E01000789","Bromley 032B","Bromley",48,"Conservative","2",1.68124123737559,0.3
"751",751,751,"E01000790","Bromley 028C","Bromley",40,"Conservative","7",1.60205999132796,0.1
"752",752,752,"E01000791","Bromley 029E","Bromley",4,"Conservative","8",0.602059991327962,0
"753",753,753,"E01000792","Bromley 032C","Bromley",50,"Conservative","5",1.69897000433602,0.9
"754",754,754,"E01000793","Bromley 032D","Bromley",4,"Conservative","10 (least deprived)",0.602059991327962,-0.5
"755",755,755,"E01000794","Bromley 035E","Bromley",28,"Conservative","10 (least deprived)",1.44715803134222,-1.2
"756",756,756,"E01000795","Bromley 032E","Bromley",22,"Conservative","6",1.34242268082221,-0.5
"757",757,757,"E01000796","Bromley 009C","Bromley",102,"Conservative","3",2.00860017176192,0.2
"758",758,758,"E01000797","Bromley 013E","Bromley",20,"Conservative","7",1.30102999566398,0.8
"759",759,759,"E01000798","Bromley 009D","Bromley",29,"Conservative","2",1.46239799789896,1.2
"760",760,760,"E01000799","Bromley 004A","Bromley",86,"Conservative","5",1.93449845124357,0.8
"761",761,761,"E01000800","Bromley 009E","Bromley",44,"Conservative","3",1.64345267648619,1.1
"762",762,762,"E01000801","Bromley 015E","Bromley",129,"Conservative","5",2.11058971029925,0.2
"763",763,763,"E01000802","Bromley 004B","Bromley",108,"Conservative","5",2.03342375548695,0.4
"764",764,764,"E01000803","Bromley 004C","Bromley",17,"Conservative","6",1.23044892137827,0.1
"765",765,765,"E01000804","Bromley 004D","Bromley",7,"Conservative","9",0.845098040014257,0.3
"766",766,766,"E01000805","Bromley 004E","Bromley",38,"Conservative","4",1.57978359661681,0.7
"767",767,767,"E01000806","Bromley 009F","Bromley",89,"Conservative","4",1.94939000664491,0.3
"768",768,768,"E01000807","Bromley 022C","Bromley",25,"Conservative","9",1.39794000867204,-0.4
"769",769,769,"E01000808","Bromley 025A","Bromley",2,"Conservative","9",0.301029995663981,-0.6
"770",770,770,"E01000809","Bromley 022D","Bromley",35,"Conservative","10 (least deprived)",1.54406804435028,-0.7
"771",771,771,"E01000810","Bromley 025B","Bromley",25,"Conservative","10 (least deprived)",1.39794000867204,-0.8
"772",772,772,"E01000811","Bromley 025C","Bromley",14,"Conservative","10 (least deprived)",1.14612803567824,-0.2
"773",773,773,"E01000812","Bromley 028D","Bromley",10,"Conservative","8",1,-0.1
"774",774,774,"E01000813","Bromley 025D","Bromley",24,"Conservative","10 (least deprived)",1.38021124171161,-0.5
"775",775,775,"E01000814","Bromley 028E","Bromley",5,"Conservative","10 (least deprived)",0.698970004336019,-0.2
"776",776,776,"E01000815","Bromley 025E","Bromley",10,"Conservative","10 (least deprived)",1,-0.7
"777",777,777,"E01000818","Bromley 040B","Bromley",5,"Conservative","7",0.698970004336019,0.6
"778",778,778,"E01000819","Bromley 040C","Bromley",38,"Conservative","4",1.57978359661681,0.6
"779",779,779,"E01000820","Bromley 008C","Bromley",19,"Conservative","5",1.27875360095283,0.6
"780",780,780,"E01000822","Bromley 008D","Bromley",3,"Conservative","7",0.477121254719662,-0.1
"781",781,781,"E01000823","Bromley 008E","Bromley",31,"Conservative","7",1.49136169383427,0.7
"782",782,782,"E01000824","Bromley 008F","Bromley",31,"Conservative","6",1.49136169383427,0.3
"783",783,783,"E01000825","Bromley 008G","Bromley",39,"Conservative","6",1.5910646070265,-0.5
"784",784,784,"E01000826","Bromley 021A","Bromley",9,"Conservative","10 (least deprived)",0.954242509439325,-0.9
"785",785,785,"E01000827","Bromley 021B","Bromley",29,"Conservative","10 (least deprived)",1.46239799789896,-1
"786",786,786,"E01000828","Bromley 011E","Bromley",9,"Conservative","8",0.954242509439325,-0.5
"787",787,787,"E01000829","Bromley 018E","Bromley",15,"Conservative","9",1.17609125905568,-0.9
"788",788,788,"E01000830","Bromley 021C","Bromley",42,"Conservative","10 (least deprived)",1.6232492903979,-0.7
"789",789,789,"E01000831","Bromley 021D","Bromley",1,"Conservative","9",0,-1.2
"790",790,790,"E01000832","Bromley 030A","Bromley",3,"Conservative","9",0.477121254719662,-0.4
"791",791,791,"E01000833","Bromley 021E","Bromley",4,"Conservative","10 (least deprived)",0.602059991327962,-1.2
"792",792,792,"E01000835","Bromley 030B","Bromley",35,"Conservative","9",1.54406804435028,-0.6
"793",793,793,"E01000836","Bromley 030C","Bromley",3,"Conservative","10 (least deprived)",0.477121254719662,-1.1
"794",794,794,"E01000837","Bromley 030D","Bromley",8,"Conservative","8",0.903089986991944,-0.3
"795",795,795,"E01000838","Bromley 030E","Bromley",9,"Conservative","10 (least deprived)",0.954242509439325,-0.5
"796",796,796,"E01000839","Bromley 030F","Bromley",1,"Conservative","10 (least deprived)",0,-0.4
"797",797,797,"E01000840","Bromley 030G","Bromley",8,"Conservative","8",0.903089986991944,-1.1
"798",798,798,"E01000841","Bromley 030H","Bromley",14,"Conservative","10 (least deprived)",1.14612803567824,-0.8
"799",799,799,"E01000842","Camden 011A","Camden",6,"Labour","9",0.778151250383644,0
"800",800,800,"E01000843","Camden 014A","Camden",5,"Labour","7",0.698970004336019,0
"801",801,801,"E01000844","Camden 011B","Camden",24,"Labour","8",1.38021124171161,0.4
"802",802,802,"E01000845","Camden 014B","Camden",47,"Labour","7",1.67209785793572,0.6
"803",803,803,"E01000846","Camden 014C","Camden",11,"Labour","4",1.04139268515823,0.4
"804",804,804,"E01000847","Camden 014D","Camden",26,"Labour","6",1.41497334797082,0.2
"805",805,805,"E01000848","Camden 011C","Camden",8,"Labour","9",0.903089986991944,0
"806",806,806,"E01000849","Camden 011D","Camden",9,"Labour","9",0.954242509439325,-0.1
"807",807,807,"E01000850","Camden 026A","Camden",73,"Labour","6",1.86332286012046,0.4
"808",808,808,"E01000851","Camden 026B","Camden",91,"Labour","6",1.95904139232109,-0.1
"809",809,809,"E01000852","Camden 026C","Camden",52,"Labour","6",1.7160033436348,0.5
"810",810,810,"E01000853","Camden 025A","Camden",67,"Labour","3",1.82607480270083,0.6
"811",811,811,"E01000854","Camden 026D","Camden",20,"Labour","6",1.30102999566398,-0.4
"812",812,812,"E01000855","Camden 028A","Camden",414,"Labour","6",2.6170003411209,0.4
"813",813,813,"E01000856","Camden 019A","Camden",121,"Labour","3",2.08278537031645,1.3
"814",814,814,"E01000857","Camden 018A","Camden",9,"Labour","6",0.954242509439325,-0.2
"815",815,815,"E01000858","Camden 018B","Camden",145,"Labour","2",2.16136800223497,1.8
"816",816,816,"E01000859","Camden 018C","Camden",9,"Labour","9",0.954242509439325,-0.3
"817",817,817,"E01000860","Camden 018D","Camden",19,"Labour","5",1.27875360095283,0.2
"818",818,818,"E01000861","Camden 019B","Camden",70,"Labour","2",1.84509804001426,1.7
"819",819,819,"E01000862","Camden 018E","Camden",270,"Labour","8",2.43136376415899,1
"820",820,820,"E01000863","Camden 021A","Camden",1471,"Labour","2",3.16761267272753,1.7
"821",821,821,"E01000864","Camden 015A","Camden",42,"Labour","5",1.6232492903979,0.7
"822",822,822,"E01000865","Camden 015B","Camden",82,"Labour","7",1.91381385238372,0.4
"823",823,823,"E01000866","Camden 009A","Camden",91,"Labour","4",1.95904139232109,0.4
"824",824,824,"E01000867","Camden 015C","Camden",26,"Labour","3",1.41497334797082,0.4
"825",825,825,"E01000868","Camden 015D","Camden",53,"Labour","2",1.72427586960079,0.7
"826",826,826,"E01000869","Camden 015E","Camden",109,"Labour","4",2.03742649794062,0.4
"827",827,827,"E01000870","Camden 009B","Camden",31,"Labour","3",1.49136169383427,0.7
"828",828,828,"E01000871","Camden 005A","Camden",15,"Labour","7",1.17609125905568,0.9
"829",829,829,"E01000872","Camden 005B","Camden",74,"Labour","4",1.86923171973098,0.8
"830",830,830,"E01000873","Camden 005C","Camden",8,"Labour","9",0.903089986991944,-0.5
"831",831,831,"E01000874","Camden 005D","Camden",7,"Labour","10 (least deprived)",0.845098040014257,-0.7
"832",832,832,"E01000875","Camden 013A","Camden",38,"Labour","4",1.57978359661681,0.8
"833",833,833,"E01000876","Camden 013B","Camden",12,"Labour","3",1.07918124604762,0.4
"834",834,834,"E01000877","Camden 005E","Camden",7,"Labour","8",0.845098040014257,-0.4
"835",835,835,"E01000878","Camden 004A","Camden",3,"Labour","10 (least deprived)",0.477121254719662,-0.7
"836",836,836,"E01000879","Camden 004B","Camden",2,"Labour","10 (least deprived)",0.301029995663981,-0.3
"837",837,837,"E01000880","Camden 004C","Camden",2,"Labour","9",0.301029995663981,-0.4
"838",838,838,"E01000881","Camden 008A","Camden",30,"Labour","7",1.47712125471966,-0.2
"839",839,839,"E01000883","Camden 008C","Camden",37,"Labour","8",1.56820172406699,0.5
"840",840,840,"E01000884","Camden 004D","Camden",4,"Labour","10 (least deprived)",0.602059991327962,-0.7
"841",841,841,"E01000885","Camden 004E","Camden",20,"Labour","9",1.30102999566398,-0.2
"842",842,842,"E01000886","Camden 006A","Camden",27,"Labour","8",1.43136376415899,-0.3
"843",843,843,"E01000887","Camden 006B","Camden",21,"Labour","7",1.32221929473392,0.5
"844",844,844,"E01000888","Camden 006C","Camden",41,"Labour","6",1.61278385671974,0.3
"845",845,845,"E01000889","Camden 007A","Camden",105,"Labour","3",2.02118929906994,0.2
"846",846,846,"E01000890","Camden 007B","Camden",75,"Labour","2",1.8750612633917,0.4
"847",847,847,"E01000891","Camden 007C","Camden",205,"Labour","2",2.31175386105575,0.8
"848",848,848,"E01000892","Camden 006D","Camden",10,"Labour","6",1,0.4
"849",849,849,"E01000893","Camden 002A","Camden",8,"Labour","10 (least deprived)",0.903089986991944,-0.2
"850",850,850,"E01000894","Camden 002B","Camden",6,"Labour","9",0.778151250383644,0.1
"851",851,851,"E01000895","Camden 002C","Camden",5,"Labour","9",0.698970004336019,-0.7
"852",852,852,"E01000896","Camden 002D","Camden",13,"Labour","10 (least deprived)",1.11394335230684,0.1
"853",853,853,"E01000897","Camden 008D","Camden",8,"Labour","10 (least deprived)",0.903089986991944,0.2
"854",854,854,"E01000898","Camden 008E","Camden",57,"Labour","7",1.75587485567249,-0.9
"855",855,855,"E01000899","Camden 002E","Camden",33,"Labour","9",1.51851393987789,0
"856",856,856,"E01000900","Camden 012A","Camden",43,"Labour","4",1.63346845557959,1.1
"857",857,857,"E01000901","Camden 007D","Camden",50,"Labour","3",1.69897000433602,0.5
"858",858,858,"E01000902","Camden 012B","Camden",41,"Labour","2",1.61278385671974,0.7
"859",859,859,"E01000903","Camden 006E","Camden",108,"Labour","5",2.03342375548695,0.6
"860",860,860,"E01000904","Camden 012C","Camden",188,"Labour","4",2.27415784926368,1.1
"861",861,861,"E01000905","Camden 012D","Camden",52,"Labour","2",1.7160033436348,1
"862",862,862,"E01000906","Camden 012E","Camden",90,"Labour","8",1.95424250943932,0.6
"863",863,863,"E01000907","Camden 001A","Camden",6,"Labour","2",0.778151250383644,1.1
"864",864,864,"E01000908","Camden 001B","Camden",15,"Labour","3",1.17609125905568,0.2
"865",865,865,"E01000909","Camden 001C","Camden",7,"Labour","7",0.845098040014257,0.2
"866",866,866,"E01000910","Camden 003A","Camden",10,"Labour","8",1,0.7
"867",867,867,"E01000912","Camden 001D","Camden",45,"Labour","4",1.65321251377534,0.7
"868",868,868,"E01000913","Camden 001E","Camden",36,"Labour","8",1.55630250076729,1
"869",869,869,"E01000914","Camden 028B","Camden",129,"Labour","7",2.11058971029925,-0.4
"870",870,870,"E01000915","Camden 027A","Camden",12,"Labour","4",1.07918124604762,-0.8
"871",871,871,"E01000916","Camden 027B","Camden",43,"Labour","5",1.63346845557959,-1
"872",872,872,"E01000917","Camden 027C","Camden",51,"Labour","2",1.70757017609794,0.1
"873",873,873,"E01000918","Camden 028C","Camden",164,"Labour","5",2.2148438480477,0.3
"874",874,874,"E01000919","Camden 028D","Camden",1246,"Labour","4",3.09551804232315,0.8
"875",875,875,"E01000920","Camden 027D","Camden",26,"Labour","6",1.41497334797082,-0.5
"876",876,876,"E01000921","Camden 003C","Camden",9,"Labour","6",0.954242509439325,0.7
"877",877,877,"E01000922","Camden 007E","Camden",65,"Labour","4",1.81291335664286,0.2
"878",878,878,"E01000923","Camden 003D","Camden",284,"Labour","5",2.45331834004704,0.6
"879",879,879,"E01000924","Camden 009C","Camden",40,"Labour","7",1.60205999132796,0.4
"880",880,880,"E01000925","Camden 009D","Camden",54,"Labour","3",1.73239375982297,0.1
"881",881,881,"E01000926","Camden 009E","Camden",265,"Labour","6",2.42324587393681,0.2
"882",882,882,"E01000927","Camden 007F","Camden",127,"Labour","6",2.10380372095596,0.7
"883",883,883,"E01000928","Camden 003E","Camden",124,"Labour","5",2.09342168516224,0.3
"884",884,884,"E01000929","Camden 020A","Camden",22,"Labour","4",1.34242268082221,0.3
"885",885,885,"E01000930","Camden 020B","Camden",130,"Labour","3",2.11394335230684,0.7
"886",886,886,"E01000931","Camden 013C","Camden",76,"Labour","2",1.88081359228079,1.5
"887",887,887,"E01000932","Camden 013D","Camden",3,"Labour","5",0.477121254719662,0.4
"888",888,888,"E01000933","Camden 020C","Camden",28,"Labour","4",1.44715803134222,1.3
"889",889,889,"E01000934","Camden 020D","Camden",16,"Labour","2",1.20411998265592,0.3
"890",890,890,"E01000935","Camden 020E","Camden",19,"Labour","3",1.27875360095283,0.1
"891",891,891,"E01000936","Camden 024A","Camden",56,"Labour","5",1.7481880270062,0.1
"892",892,892,"E01000937","Camden 025B","Camden",83,"Labour","6",1.91907809237607,0.6
"893",893,893,"E01000938","Camden 024B","Camden",443,"Labour","2",2.64640372622307,1.3
"894",894,894,"E01000939","Camden 024C","Camden",97,"Labour","2",1.98677173426624,1.3
"895",895,895,"E01000940","Camden 024D","Camden",102,"Labour","5",2.00860017176192,0.2
"896",896,896,"E01000941","Camden 025C","Camden",58,"Labour","2",1.76342799356294,1.2
"897",897,897,"E01000942","Camden 025D","Camden",20,"Labour","6",1.30102999566398,-0.1
"898",898,898,"E01000943","Camden 025E","Camden",63,"Labour","5",1.79934054945358,0.3
"899",899,899,"E01000944","Camden 023A","Camden",74,"Labour","4",1.86923171973098,-0.3
"900",900,900,"E01000945","Camden 023B","Camden",137,"Labour","3",2.13672056715641,0.2
"901",901,901,"E01000946","Camden 021B","Camden",124,"Labour","6",2.09342168516224,-0.8
"902",902,902,"E01000947","Camden 021C","Camden",180,"Labour","4",2.25527250510331,0.5
"903",903,903,"E01000948","Camden 021D","Camden",71,"Labour","3",1.85125834871908,1.8
"904",904,904,"E01000949","Camden 023C","Camden",55,"Labour","5",1.74036268949424,-0.8
"905",905,905,"E01000950","Camden 023D","Camden",82,"Labour","2",1.91381385238372,0.2
"906",906,906,"E01000951","Camden 023E","Camden",44,"Labour","2",1.64345267648619,0.3
"907",907,907,"E01000952","Camden 022A","Camden",127,"Labour","2",2.10380372095596,1
"908",908,908,"E01000953","Camden 022B","Camden",157,"Labour","2",2.19589965240923,1.7
"909",909,909,"E01000954","Camden 022C","Camden",32,"Labour","2",1.50514997831991,-0.5
"910",910,910,"E01000955","Camden 022D","Camden",117,"Labour","3",2.06818586174616,0.8
"911",911,911,"E01000956","Camden 022E","Camden",190,"Labour","2",2.27875360095283,0.8
"912",912,912,"E01000957","Camden 019C","Camden",20,"Labour","4",1.30102999566398,0.6
"913",913,913,"E01000958","Camden 019D","Camden",50,"Labour","4",1.69897000433602,0
"914",914,914,"E01000959","Camden 019E","Camden",22,"Labour","2",1.34242268082221,1.3
"915",915,915,"E01000960","Camden 017A","Camden",4,"Labour","6",0.602059991327962,0.3
"916",916,916,"E01000961","Camden 017B","Camden",27,"Labour","4",1.43136376415899,0.6
"917",917,917,"E01000962","Camden 016A","Camden",28,"Labour","9",1.44715803134222,-0.3
"918",918,918,"E01000963","Camden 017C","Camden",93,"Labour","8",1.96848294855394,-0.1
"919",919,919,"E01000964","Camden 016B","Camden",2,"Labour","5",0.301029995663981,-0.6
"920",920,920,"E01000965","Camden 016C","Camden",100,"Labour","6",2,0.3
"921",921,921,"E01000967","Camden 017D","Camden",10,"Labour","8",1,0.5
"922",922,922,"E01000968","Camden 016E","Camden",3,"Labour","6",0.477121254719662,0.7
"923",923,923,"E01000969","Camden 010A","Camden",7,"Labour","9",0.845098040014257,-0.1
"924",924,924,"E01000970","Camden 010B","Camden",14,"Labour","8",1.14612803567824,-0.1
"925",925,925,"E01000971","Camden 010C","Camden",1,"Labour","9",0,-0.5
"926",926,926,"E01000972","Camden 010D","Camden",89,"Labour","3",1.94939000664491,-0.1
"927",927,927,"E01000973","Camden 010E","Camden",54,"Labour","5",1.73239375982297,0.7
"928",928,928,"E01000974","Camden 013E","Camden",12,"Labour","4",1.07918124604762,0.6
"929",929,929,"E01000975","Croydon 022A","Croydon",46,"Labour","5",1.66275783168157,0.1
"930",930,930,"E01000976","Croydon 022B","Croydon",62,"Labour","4",1.79239168949825,0.3
"931",931,931,"E01000977","Croydon 022C","Croydon",11,"Labour","3",1.04139268515823,0.1
"932",932,932,"E01000978","Croydon 022D","Croydon",1,"Labour","5",0,-0.1
"933",933,933,"E01000979","Croydon 022E","Croydon",21,"Labour","6",1.32221929473392,-0.3
"934",934,934,"E01000980","Croydon 017A","Croydon",12,"Labour","4",1.07918124604762,0.2
"935",935,935,"E01000981","Croydon 017B","Croydon",39,"Labour","7",1.5910646070265,-0.2
"936",936,936,"E01000982","Croydon 017C","Croydon",5,"Labour","5",0.698970004336019,0.2
"937",937,937,"E01000983","Croydon 017D","Croydon",9,"Labour","7",0.954242509439325,-0.1
"938",938,938,"E01000984","Croydon 022F","Croydon",14,"Labour","3",1.14612803567824,0.2
"939",939,939,"E01000985","Croydon 021A","Croydon",5,"Labour","8",0.698970004336019,0.1
"940",940,940,"E01000986","Croydon 021B","Croydon",33,"Labour","7",1.51851393987789,0.3
"941",941,941,"E01000987","Croydon 021C","Croydon",33,"Labour","8",1.51851393987789,0.2
"942",942,942,"E01000989","Croydon 018A","Croydon",1,"Labour","7",0,-0.4
"943",943,943,"E01000990","Croydon 045A","Croydon",23,"Labour","2",1.36172783601759,0.3
"944",944,944,"E01000991","Croydon 018B","Croydon",5,"Labour","8",0.698970004336019,-0.3
"945",945,945,"E01000992","Croydon 014A","Croydon",165,"Labour","3",2.21748394421391,0.7
"946",946,946,"E01000993","Croydon 021D","Croydon",6,"Labour","7",0.778151250383644,0.2
"947",947,947,"E01000994","Croydon 009A","Croydon",21,"Labour","5",1.32221929473392,0.6
"948",948,948,"E01000995","Croydon 009B","Croydon",50,"Labour","5",1.69897000433602,0.6
"949",949,949,"E01000996","Croydon 009C","Croydon",2,"Labour","5",0.301029995663981,0.3
"950",950,950,"E01000997","Croydon 009D","Croydon",5,"Labour","4",0.698970004336019,0.2
"951",951,951,"E01000998","Croydon 010A","Croydon",70,"Labour","3",1.84509804001426,1
